Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
java,cesiumlanguagewritertests,TestCartesian,testRotateByUnitQuaternion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testRotateByMatrix3By3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestPacketCesiumWriter,opensObjectLiteralOnOpenAndClosesItOnClose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestPacketCesiumWriter,testPositionProperty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestPacketCesiumWriter,testBillboardProperty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestUnitSpherical,testHoldValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestUnitSpherical,testFromUnitCartesian,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestUnitSpherical,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
java,cesiumlanguagewritertests,TestUnitSpherical,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestUnitSpherical,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestYearMonthDay,testIsLeapYear,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
java,cesiumlanguagewritertests,TestYearMonthDay,testDaysInYear,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestYearMonthDay,testDaysInYear,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
java,cesiumlanguagewritertests,TestYearMonthDay,testDaysInMonth,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
java,cesiumlanguagewritertests,TestYearMonthDay,testDaysInMonth,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
java,cesiumlanguagewritertests,TestYearMonthDay,testIsValidDate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
java,cesiumlanguagewritertests,TestYearMonthDay,testRetainValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestYearMonthDay,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
java,cesiumlanguagewritertests,TestYearMonthDay,testDayOfYear,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestYearMonthDay,testComparisons,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
java,cesiumlanguagewritertests,TestYearMonthDay,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestYearMonthDay,testConstructFromJulianDate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestYearMonthDay,testConstructFromDayOfYear,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
java,cesiumlanguagewritertests,TestYearMonthDay,testDayOfWeek,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestYearMonthDay,testDefaultConstructedIsValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestTimeInterval,testRetainValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestTimeInterval,testIsEmpty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestTimeInterval,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
java,cesiumlanguagewritertests,TestTimeInterval,testNullableEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestTimeInterval,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestTimeInterval,testContains,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestTimeInterval,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestTimeInterval,testToTimeStandard,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
java,cesiumlanguagewritertests,TestArticulationsCesiumWriter,createExampleFile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCartographicExtent,testExtentClass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
java,cesiumlanguagewritertests,TestCartographicExtent,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestCartographic,testHoldValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartographic,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
java,cesiumlanguagewritertests,TestCartographic,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestCartographic,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGenerateValidationDocument,generateValidationDocument,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCustomPropertiesCesiumWriter,createExampleFile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestLeapSeconds,testExtremes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestLeapSeconds,testGetLeapSecondsForDateTaiUtc,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestLeapSeconds,testDoesDayHaveLeapSecond,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestLeapSeconds,testLeapSecondCount,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestLeapSeconds,testNegativeLeapSecond,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestPolylineVolumeCesiumWriter,testExample,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestJulianDateConversions,julianToDateTime,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 26
java,cesiumlanguagewritertests,TestJulianDateConversions,julianToGregorianDate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
java,cesiumlanguagewritertests,TestJulianDateConversions,dateTimeToJulian,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestJulianDateConversions,gregorianDateToJulian,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestJulianDateConversions,testLocalDateTimeToJulian,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestJulianDateConversions,julianDateTimeRoundTrip,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
java,cesiumlanguagewritertests,TestJulianDateConversions,julianDateGregorianDateRoundTrip,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,Sandbox,runExample,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumResource,testFromImage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestCesiumResource,testFromImageFormats$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumResource,testFromStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestCesiumResource,testFromStreamMimeType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestMatrix3By3,testHoldValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestMatrix3By3,testFromQuaternion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestMatrix3By3,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
java,cesiumlanguagewritertests,TestMatrix3By3,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
java,cesiumlanguagewritertests,TestMatrix3By3,testIndex,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestMatrix3By3,testTranspose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestMatrix3By3,testIdentity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestMatrix3By3,testIsUndefined,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestMatrix3By3,testMultiplyByScalar,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 27
java,cesiumlanguagewritertests,TestMatrix3By3,testMultiplyByMatrix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestMatrix3By3,indexerThrowsWithRowOutOfRange$Test,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestMatrix3By3,indexerThrowsWithColumnOutOfRange$Test,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestMatrix3By3,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestMatrix3By3,testZeroMatrix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestMatrix3By3,testMathOperators,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestMatrix3By3,testMathOperatorsWithCartesian,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestNodeTransformationsCesiumWriter,createExampleFile,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestBounds,testStaticInstances,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestBounds,testConstructorsAndChecks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
java,cesiumlanguagewritertests,TestBounds,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestBounds,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
java,cesiumlanguagewritertests,TestBounds,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestUnitCartesian,testHoldValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestUnitCartesian,testFromCartesian,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestUnitCartesian,testFromCartesianAndReturnMagnitude,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestUnitCartesian,testInitializeAndReturnMagnitude,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestUnitCartesian,testFromClockAndCone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestUnitCartesian,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 32
java,cesiumlanguagewritertests,TestUnitCartesian,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestUnitCartesian,testIsUndefined,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestUnitCartesian,testInvert,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestUnitCartesian,testNegation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestUnitCartesian,testAdd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestUnitCartesian,testSubtract,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestUnitCartesian,testMultiply,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestUnitCartesian,testDivide,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestUnitCartesian,testDotProduct,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestUnitCartesian,testCrossProduct,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestUnitCartesian,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestUnitCartesian,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestDuration,testMinValueMaxValueZeroValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestDuration,testDaysHoursMinutesSecondsConstructors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestDuration,testNormalization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
java,cesiumlanguagewritertests,TestDuration,testSecondsGreaterThanADay,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestDuration,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
java,cesiumlanguagewritertests,TestDuration,testCompareTo,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
java,cesiumlanguagewritertests,TestDuration,testAddition,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestDuration,testSubtraction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
java,cesiumlanguagewritertests,TestDuration,testMultiplication,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
java,cesiumlanguagewritertests,TestDuration,testDivisionByDuration,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestDuration,testDivisionByConstant,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
java,cesiumlanguagewritertests,TestDuration,testAddSeconds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestDuration,testAddDays,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestDuration,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestDuration,testReallySmallSeconds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestReference,canConstructEscapedReferences,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
java,cesiumlanguagewritertests,TestReference,canConstructFromIdentifierAndProperty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestReference,canConstructFromIdentifierAndProperties,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestReference,throwsWithMissingDelimiter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestReference,throwsWithMissingDelimiterDueToEscaping,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestReference,throwsWithMissingProperties,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestJulianDate,testRetainValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestJulianDate,testTimeStandard,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestJulianDate,testTimeGreaterThanADay,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestJulianDate,testTimeNegative,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestJulianDate,testTimeExactlyOneDay,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestJulianDate,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
java,cesiumlanguagewritertests,TestJulianDate,testAddition,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
java,cesiumlanguagewritertests,TestJulianDate,testSecondsDifference,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
java,cesiumlanguagewritertests,TestJulianDate,testMinutesDifference,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
java,cesiumlanguagewritertests,TestJulianDate,testDaysDifference,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
java,cesiumlanguagewritertests,TestJulianDate,testSubtraction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
java,cesiumlanguagewritertests,TestJulianDate,testAddSeconds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestJulianDate,testSubtractSeconds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestJulianDate,testAddDays,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestJulianDate,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestJulianDate,testComparisonConsistency,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
java,cesiumlanguagewritertests,TestJulianDate,testReallySmallNegativeSecondsOfDay,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestJulianDate,testTryConvertTimeStandard,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestJulianDate,testEqualityOfLeapSeconds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestJulianDate,testSecondsDifferenceAtLeapSecond,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestLeapSecond,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestLeapSecond,testConstructorRequiresUTC,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestLeapSecond,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestLeapSecond,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestCesiumStreamWriter,multipleCallsToNewPacketWithoutCloseThrowInvalidOperationException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestBoundingRectangle,testHoldValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
java,cesiumlanguagewritertests,TestBoundingRectangle,equalityTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestBoundingRectangle,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestBoundingRectangle,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests.advanced,TestCesiumFormattingHelper,passToIso8601Interval,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests.advanced,TestCesiumFormattingHelper,passClampToIso8601,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
java,cesiumlanguagewritertests.java,Sandbox,runExample,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
